"product","substance","quantity","unit"
"Hydro electricity energy system, EPD-version","Manganese in ore",0.77,
"Hydro electricity energy system, EPD-version","Natural gas",23.58,
"Hydro electricity energy system, EPD-version","Nickel in ore",0.14,
"Hydro electricity energy system, EPD-version","Palladium in ore",0,
"Hydro electricity energy system, EPD-version","Platinum in ore",0,
"Hydro electricity energy system, EPD-version","Rhodium in ore",0,
"Hydro electricity energy system, EPD-version","Rock salt",0.41,
"Hydro electricity energy system, EPD-version","Uranium in ore",0,
"Hydro electricity energy system, EPD-version","Water",11700,
"Hydro electricity energy system, EPD-version","Wood",2.95,
"Hydro electricity energy system, EPD-version","Zinc in ore",0,
"Hydro electricity energy system, EPD-version","Metals",0,
"Hydro electricity energy system, ETH - full version","Area II-III",1300,
"Hydro electricity energy system, ETH - full version","Area III-IV",4.18,
"Hydro electricity energy system, ETH - full version","Area II-IV",27.2,
"Hydro electricity energy system, ETH - full version","Area IV-IV",0.03,
"Hydro electricity energy system, ETH - full version","Area, sea bed II-III",5.52,
"Hydro electricity energy system, ETH - full version","Area, sea bed II-IV",0.57,
"Hydro electricity energy system, ETH - full version","Barite",0.35,
"Hydro electricity energy system, ETH - full version","Bauxite",2.51,
"Hydro electricity energy system, ETH - full version","Bentonite",1.78,
"Hydro electricity energy system, ETH - full version","Chromium in ore",0.79,
"Hydro electricity energy system, ETH - full version","Clay",153,
"Hydro electricity energy system, ETH - full version","Copper in ore",0.06,
"Hydro electricity energy system, ETH - full version","Crude oil",0.07,
"Hydro electricity energy system, ETH - full version","Gravel",4950,
"Hydro electricity energy system, ETH - full version","Hydro energy",1.28,
"Hydro electricity energy system, ETH - full version","Iron in ore",179,
"Hydro electricity energy system, ETH - full version","Lead in ore",0.02,
"Hydro electricity energy system, ETH - full version","Lignite",65.4,
"Hydro electricity energy system, ETH - full version","Limestone",655,
"Hydro electricity energy system, ETH - full version","Manganese in ore",0.77,
"Hydro electricity energy system, ETH - full version","Mine gas (methane)",2.24,
"Hydro electricity energy system, ETH - full version","Natural gas",15.3,
"Hydro electricity energy system, ETH - full version","Natural gas",5.12,
"Hydro electricity energy system, ETH - full version","Nickel in ore",0.14,
"Hydro electricity energy system, ETH - full version","Palladium in ore",0,
"Hydro electricity energy system, ETH - full version","Platinum in ore",0,
"Hydro electricity energy system, ETH - full version","Rhodium in ore",0,
"Hydro electricity energy system, ETH - full version","Rock salt",0.41,
"Hydro electricity energy system, ETH - full version","Sand",0.58,
"Hydro electricity energy system, ETH - full version","Stone coal",294,
"Hydro electricity energy system, ETH - full version","Turbine water amount",6570000,
"Hydro electricity energy system, ETH - full version","Uranium in ore",0,
"Hydro electricity energy system, ETH - full version","Water",11700,
"Hydro electricity energy system, ETH - full version","Wood",0,
"Hydro electricity energy system, ETH - full version","Working amount in water storages",25000,
"Hydro electricity energy system, ETH - full version","Zinc in ore",0,
"Hydro electricity energy system, ETH - full version","Cobalt",0,
"Hydro electricity energy system, ETH - full version","Molybdenum",0,
"Hydro electricity energy system, ETH - full version","Rhenium",0,
"Hydro electricity energy system, ETH - full version","Silver",0,
"Hydro electricity energy system, ETH - full version","Tin",0,
"Hydro-electric power station with support systems","Area",0,
"Hydro-electric power station with support systems","Bio fuel",0,
"Hydro-electric power station with support systems","Coal",0,
"Hydro-electric power station with support systems","Copper ore",62.1,
"Hydro-electric power station with support systems","Iron ore",29.4,
"Hydro-electric power station with support systems","Lead ore",19.7,
"Hydro-electric power station with support systems","Electricity",0,
"Hydro-electric power station with support systems","Electricity",0,
"Hydro-electric power station with support systems","H2SO4",0.33,
"Hydro-electric power station with support systems","Heavy oil",0,
"Hydro-electric power station with support systems","Natural gas",0,
"Hydrogen fuel production by steam reforming of natural gas. ESA-DBP","Natural gas",1.53,
"Hydrogen fuel production from on-site electrolysis. ESA-DBP","Electricity",1.7,
"Hydrogen fuel production from on-site electrolysis. ESA-DBP","Hydro (El.)",0.75,
"Hydrogen fuel production from on-site electrolysis. ESA-DBP","Crude oil",0.03,
"Hydrogen fuel production from on-site electrolysis. ESA-DBP","Hard coal",0,
"Hydrogen fuel production from on-site electrolysis. ESA-DBP","Natural gas",0,
"Hydrogen fuel production from on-site electrolysis. ESA-DBP","Uranium ore",0.28,
"Hydrogen fuel production from on-site electrolysis. ESA-DBP","Wood",0.15,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",0,
"Iceland, electricity generation mix 1998","Electricity",5,
"Iceland, electricity generation mix 1998","Electricity",5621,
"Iceland, electricity generation mix 1998","Electricity",655,
"Incineration of aluminium","Aluminium",1,
"Incineration of biological household waste. ESA-DBP","Biological household waste",1000,
"Incineration of corrugated board","Corrugated board",1,
"Incineration of linoleum","Linoleum",1,
"Incineration of paperboard for liquids","Paperboard for liquids",1,
"Incineration of polyethylene","Polyethylene",1,
"Incineration of polystyrene","Polystyrene",1,
"Incineration of PVC","PVC",1,
"Incineration of starch","Starch",1,
"Incineration of wood","Wood",1,
"Inductor assembly","Ag",0.04,
"Inductor assembly","Cu",0.24,
"Inductor assembly","Cu alloy",0.07,
"Inductor assembly","Electricity",48,
"Inductor assembly","Epoxy",0,
"Inductor assembly","Fe3O4",0.27,
"Inductor assembly","Polyphenyl oxide",2.1,
"Inductor assembly","Sn",0.05,
"Inductor assembly","Solder",0.02,
"Integrated circuit capsule assembly","Ag",0,
"Integrated circuit capsule assembly","Antimony trioxide",0.02,
"Integrated circuit capsule assembly","Au",0,
"Integrated circuit capsule assembly","Br",0.01,
"Integrated circuit capsule assembly","Cardboard",0.71,
"Integrated circuit capsule assembly","Copper",1.25,
"Integrated circuit capsule assembly","Electricity",24.11,
"Integrated circuit capsule assembly","Epoxy",1.57,
"Integrated circuit capsule assembly","N2",0.49,
"Integrated circuit capsule assembly","Organics",0.03,
"Integrated circuit capsule assembly","Polypropylene",0.05,
"Integrated circuit capsule assembly","Silicon wafer",625,
"Integrated circuit capsule assembly","SiO2",1.08,
"Integrated circuit capsule assembly","Sn",0,
"Integrated circuit capsule assembly","Sn/Pb plating",0.24,
"Integrated circuit capsule assembly","Water",1.92,
"Inventory of Volvo painting plant, TB4","Base coat, metallic",4.35,
"Inventory of Volvo painting plant, TB4","Base coat, solid",2.08,
"Inventory of Volvo painting plant, TB4","Clear coat",2.68,
"Inventory of Volvo painting plant, TB4","District heating",972,
"Inventory of Volvo painting plant, TB4","Electricity",2196,
"Inventory of Volvo painting plant, TB4","Filler coat",2.77,
"Inventory of Volvo painting plant, TB4","Natural gas",1800,
"Inventory of Volvo painting plant, TB4","Sealants",4.15,
"Inventory of Volvo painting plant, TB4","Sludge chemicals",1.7,
"Inventory of Volvo painting plant, TB4","Solvents",4.15,
"Inventory of Volvo painting plant, TB4","Underbody paste",1.06,
"Ireland, electricity generation mix 1998","Electricity",0,
"Ireland, electricity generation mix 1998","Electricity",0,
"Ireland, electricity generation mix 1998","Electricity",0,
"Ireland, electricity generation mix 1998","Electricity",0,
"Ireland, electricity generation mix 1998","Electricity",0,
"Ireland, electricity generation mix 1998","Electricity",169,
"Ireland, electricity generation mix 1998","Electricity",1694,
"Ireland, electricity generation mix 1998","Electricity",4850,
"Ireland, electricity generation mix 1998","Electricity",6430,
"Ireland, electricity generation mix 1998","Electricity",6734,
"Ireland, electricity generation mix 1998","Electricity",89,
"Ireland, electricity generation mix 1998","Electricity",916,
"Italy, electricity generation mix 1998","Electricity",0,
"Italy, electricity generation mix 1998","Electricity",0,
"Italy, electricity generation mix 1998","Electricity",107305,
"Italy, electricity generation mix 1998","Electricity",1228,
"Italy, electricity generation mix 1998","Electricity",231,
"Italy, electricity generation mix 1998","Electricity",27503,
"Italy, electricity generation mix 1998","Electricity",324,
"Italy, electricity generation mix 1998","Electricity",41220,
"Italy, electricity generation mix 1998","Electricity",4214,
"Italy, electricity generation mix 1998","Electricity",6,
"Italy, electricity generation mix 1998","Electricity",70883,
"Italy, electricity generation mix 1998","Electricity",727,
"Japan, electricity generation mix 1998","Electricity",0,
"Japan, electricity generation mix 1998","Electricity",0,
"Japan, electricity generation mix 1998","Electricity",0,
"Japan, electricity generation mix 1998","Electricity",12,
"Japan, electricity generation mix 1998","Electricity",169955,
"Japan, electricity generation mix 1998","Electricity",198035,
"Japan, electricity generation mix 1998","Electricity",21482,
"Japan, electricity generation mix 1998","Electricity",218343,
"Japan, electricity generation mix 1998","Electricity",332343,
"Japan, electricity generation mix 1998","Electricity",3531,
"Japan, electricity generation mix 1998","Electricity",6,
"Japan, electricity generation mix 1998","Electricity",92513,
"K30 ready mixed concrete production","Additives",0,
"K30 ready mixed concrete production","Aggregates",817,
"K30 ready mixed concrete production","Cement",118,
"K30 ready mixed concrete production","Electricity",0.02,
"K30 ready mixed concrete production","Oil (eo1)",0.02,
"K30 ready mixed concrete production","Water",80.1,
"K40 ready mixed concrete production","Additives",0,
"K40 ready mixed concrete production","Aggregates",786,
"K40 ready mixed concrete production","Cement",149,
"K40 ready mixed concrete production","Electricity",0.02,
"K40 ready mixed concrete production","Oil (eo1)",0.02,
"K40 ready mixed concrete production","Water",79.7,
"Korea, electricity generation mix 1998","Electricity",0,
"Korea, electricity generation mix 1998","Electricity",0,
"Korea, electricity generation mix 1998","Electricity",0,
"Korea, electricity generation mix 1998","Electricity",0,
"Korea, electricity generation mix 1998","Electricity",14322,
"Korea, electricity generation mix 1998","Electricity",2,
"Korea, electricity generation mix 1998","Electricity",26302,
"Korea, electricity generation mix 1998","Electricity",41,
"Korea, electricity generation mix 1998","Electricity",4187,
"Korea, electricity generation mix 1998","Electricity",4571,
"Korea, electricity generation mix 1998","Electricity",89689,
"Korea, electricity generation mix 1998","Electricity",96214,
"Landfill disposal","Diesel",0.04,
"Landfill disposal","Electricity",0,
"Landfill disposal","Waste",1,
"Landfilling of solid municipal waste","Waste to landfill",1,
"Landfilling of solid municipal waste","Diesel fuel",0.6,
"Laying of linoleum-floor","Linoleum-floor",1.01,
"Lignite electricity energy system, EPD-version","Bauxite",7.99,
"Lignite electricity energy system, EPD-version","Chromium in ore",0.73,
"Lignite electricity energy system, EPD-version","Copper in ore",5.46,
"Lignite electricity energy system, EPD-version","Crude oil",478,
"Lignite electricity energy system, EPD-version","Hard coal",1400,
"Lignite electricity energy system, EPD-version","Iron in ore",319,
"Lignite electricity energy system, EPD-version","Lead in ore",0.04,
"Lignite electricity energy system, EPD-version","Lignite",414000,
"Lignite electricity energy system, EPD-version","Limestone",1880,
"Lignite electricity energy system, EPD-version","Manganese in ore",0.46,
"Lignite electricity energy system, EPD-version","Natural gas",392.3,
"Lignite electricity energy system, EPD-version","Nickel in ore",0.3,
"Lignite electricity energy system, EPD-version","Palladium in ore",0,
"Lignite electricity energy system, EPD-version","Platinum in ore",0,
"Lignite electricity energy system, EPD-version","Rhodium in ore",0,
"Lignite electricity energy system, EPD-version","Rock salt",36.2,
"Lignite electricity energy system, EPD-version","Uranium in ore",0.09,
"Lignite electricity energy system, EPD-version","Water",13500000,
"Lignite electricity energy system, EPD-version","Wood",27.5,
"Lignite electricity energy system, EPD-version","Zinc in ore",0,
"Lignite electricity energy system, EPD-version","Metals",0,
"Lignite electricity energy system, ETH - full version","Area II-III",1840,
"Lignite electricity energy system, ETH - full version","Area III-IV",181,
"Lignite electricity energy system, ETH - full version","Area II-IV",95.8,
"Lignite electricity energy system, ETH - full version","Area IV-IV",0.14,
"Lignite electricity energy system, ETH - full version","Area, sea bed II-III",41,
"Lignite electricity energy system, ETH - full version","Area, sea bed II-IV",4.23,
"Lignite electricity energy system, ETH - full version","Barite",2.58,
"Lignite electricity energy system, ETH - full version","Bauxite",7.99,
"Lignite electricity energy system, ETH - full version","Bentonite",4.34,
"Lignite electricity energy system, ETH - full version","Chromium in ore",0.73,
"Lignite electricity energy system, ETH - full version","Clay",25.1,
"Lignite electricity energy system, ETH - full version","Copper in ore",5.46,
"Lignite electricity energy system, ETH - full version","Crude oil",0.48,
"Lignite electricity energy system, ETH - full version","Gravel",689,
"Lignite electricity energy system, ETH - full version","Hydro energy",0.01,
"Lignite electricity energy system, ETH - full version","Iron in ore",319,
"Lignite electricity energy system, ETH - full version","Lead in ore",0.04,
"Lignite electricity energy system, ETH - full version","Lignite",414000,
"Lignite electricity energy system, ETH - full version","Limestone",1880,
"Lignite electricity energy system, ETH - full version","Manganese in ore",0.46,
"Lignite electricity energy system, ETH - full version","Mine gas (methane)",26.4,
